wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"crisp","May2003","18","1","9","8","","","","1","","4","4","","","","1","","4","3","","","","1",""
"crisp","Jun2003","31","","13","18","","","","","","4","5","","","","","","4","3","","","","",""
"crisp","Jul2003","61","6","33","19","","2","3","4","","7","3","","1","1","1","","7","3","","1","1","1",""
"crisp","Aug2003","199","24","112","61","","","4","22","","11","3","","","1","2","","10","3","","","1","2",""
"crisp","Sep2003","68","12","40","13","","","4","11","","13","4","","","1","4","","12","3","","","1","4",""
"crisp","Oct2003","56","","39","17","","","","","","6","1","","","","","","6","1","","","","",""
"crisp","Nov2003","35","4","18","4","3","","6","4","","5","2","1","","1","2","","5","2","1","","1","2",""
"crisp","Dec2003","3","","1","1","","","1","","","1","1","","","1","","","1","1","","","1","",""
"crisp","Jan2004","2","","2","","","","","","","1","","","","","","","1","","","","","",""
"crisp","Feb2004","10","1","5","2","","","2","1","","1","2","","","1","1","","1","2","","","1","1",""
"crisp","Mar2004","7","","6","","","","1","","","2","","","","1","","","2","","","","1","",""
"crisp","Apr2004","10","1","5","","","","4","1","","2","","","","1","1","","2","","","","1","1",""
"dccp","Jul2002","3","1","2","","","1","","","","2","","","1","","","","1","","","1","","",""
"dccp","Aug2002","20","4","5","","8","5","","2","","5","","2","2","","2","","5","","1","2","","1",""
"dccp","Sep2002","23","1","10","3","6","4","","","","5","1","2","1","","","","4","1","1","1","","",""
"dccp","Oct2002","4","","","","3","1","","","","","","2","1","","","","","","1","1","","",""
"dccp","Nov2002","14","2","3","","5","5","","1","","2","","1","3","","1","","2","","1","3","","1",""
"dccp","Dec2002","30","3","5","","11","13","","1","","4","","3","3","","1","","3","","2","2","","1",""
"dccp","Jan2003","14","5","","","4","10","","","","","","2","6","","","","","","1","5","","",""
"dccp","Feb2003","36","4","4","","20","12","","","","4","","3","4","","","","3","","1","4","","",""
"dccp","Mar2003","63","18","8","","25","25","","5","","6","","4","6","","4","","5","","2","6","","3",""
"dccp","Apr2003","43","7","15","","19","6","","3","","6","","3","3","","2","","5","","1","3","","2",""
"dccp","May2003","11","","2","","7","2","","","","1","","2","1","","","","1","","1","1","","",""
"dccp","Jun2003","37","9","6","","15","16","","","","4","","3","5","","","","4","","2","5","","",""
"dccp","Jul2003","155","25","87","2","35","26","","5","","13","1","4","9","","1","","10","1","3","9","","1",""
"dccp","Aug2003","31","3","12","1","9","9","","","","2","1","3","4","","","","2","1","2","4","","",""
"dccp","Sep2003","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"dccp","Oct2003","44","3","14","","22","5","","2","1","4","","2","2","","2","1","4","","1","2","","1","1"
"dccp","Nov2003","108","15","63","","25","19","","1","","18","","5","7","","1","","15","","4","6","","1",""
"dccp","Dec2003","89","7","43","3","30","11","","2","","14","1","3","8","","1","","12","1","1","8","","1",""
"dccp","Jan2004","6","1","4","","","2","","","","2","","","2","","","","2","","","2","","",""
"dccp","Feb2004","16","4","6","","1","9","","","","6","","1","4","","","","6","","1","4","","",""
"dccp","Mar2004","45","7","12","","1","29","","3","","6","","1","6","","2","","6","","1","5","","2",""
"dccp","Apr2004","14","2","7","","","5","","2","","5","","","2","","1","","5","","","2","","1",""
"dccp","May2004","3","","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"dccp","Jun2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"deltav","Apr2002","104","35","81","","1","","","4","18","15","","1","","","1","1","11","","1","","","1","1"
"deltav","May2002","19","5","19","","","","","","","8","","","","","","","6","","","","","",""
"deltav","Jun2002","42","11","42","","","","","","","8","","","","","","","7","","","","","",""
"deltav","Jul2002","63","26","58","3","","1","","","1","9","2","","1","","","1","8","2","","1","","","1"
"deltav","Aug2002","35","13","34","1","","","","","","9","1","","","","","","6","1","","","","",""
"deltav","Sep2002","19","9","17","1","1","","","","","4","1","1","","","","","2","1","1","","","",""
"deltav","Oct2002","30","15","27","2","","1","","","","3","1","","1","","","","3","1","","1","","",""
"deltav","Nov2002","14","5","12","2","","","","","","4","1","","","","","","3","1","","","","",""
"deltav","Dec2002","4","1","4","","","","","","","4","","","","","","","4","","","","","",""
"deltav","Jan2003","8","1","7","","","","","1","","2","","","","","1","","2","","","","","1",""
"deltav","Feb2003","15","7","13","","","","","2","","4","","","","","1","","4","","","","","1",""
"deltav","Mar2003","30","7","27","","","","","3","","9","","","","","1","","8","","","","","1",""
"deltav","Apr2003","3","1","1","2","","","","","","1","2","","","","","","1","1","","","","",""
"dhc","Feb1992","10","","3","","","7","","","","3","","","1","","","","3","","","1","","",""
"dhc","Mar1992","5","","1","","","4","","","","1","","","2","","","","1","","","2","","",""
"dhc","Apr1992","3","","","","","3","","","","","","","1","","","","","","","1","","",""
"dhc","May1992","6","1","2","","","4","","","","2","","","3","","","","2","","","3","","",""
"dhc","Jun1992","8","","2","1","","4","1","","","2","1","","1","1","","","2","1","","1","1","",""
"dhc","Jul1992","13","","4","","","9","","","","4","","","2","","","","4","","","2","","",""
"dhc","Aug1992","8","","3","","","5","","","","2","","","1","","","","2","","","1","","",""
"dhc","Sep1992","30","","16","1","","12","1","","","4","1","","2","1","","","4","1","","2","1","",""
"dhc","Oct1992","28","","14","","","14","","","","7","","","1","","","","7","","","1","","",""
"dhc","Nov1992","13","1","6","","","5","2","","","5","","","2","1","","","4","","","2","1","",""
"dhc","Dec1992","14","","5","","","9","","","","3","","","3","","","","3","","","3","","",""
"dhc","Jan1993","4","","","","","4","","","","","","","1","","","","","","","1","","",""
"dhc","Feb1993","16","","4","","","12","","","","3","","","2","","","","3","","","2","","",""
"dhc","Mar1993","4","","2","","","2","","","","2","","","1","","","","2","","","1","","",""
"dhc","Apr1993","8","","5","","","3","","","","3","","","1","","","","3","","","1","","",""
"dhc","May1993","43","","34","2","","7","","","","10","1","","2","","","","8","1","","2","","",""
"dhc","Jun1993","43","1","27","1","","14","1","","","11","1","","3","1","","","9","1","","3","1","",""
"dhc","Jul1993","5","1","1","1","","3","","","","1","1","","3","","","","1","1","","2","","",""
"dhc","Aug1993","20","4","8","2","","7","3","","","7","1","","4","1","","","7","1","","4","1","",""
"dhc","Sep1993","7","1","4","","","3","","","","4","","","3","","","","4","","","3","","",""
"dhc","Oct1993","37","6","26","2","","7","","2","","9","1","","2","","1","","8","1","","1","","1",""
"dhc","Nov1993","11","1","4","1","","5","","","1","3","1","","1","","","1","3","1","","1","","","1"
"dhc","Dec1993","42","7","23","7","","9","","1","2","5","2","","3","","1","1","5","2","","2","","1","1"
"dhc","Jan1994","30","6","14","6","","10","","","","6","2","","2","","","","4","1","","1","","",""
"dhc","Feb1994","7","1","4","","","2","","1","","4","","","2","","1","","4","","","2","","1",""
"dhc","Mar1994","14","2","13","","","1","","","","10","","","1","","","","9","","","1","","",""
"dhc","May1994","9","","7","","","","1","","1","5","","","","1","","1","5","","","","1","","1"
"dhc","Jun1994","34","","20","","","9","","","5","10","","","3","","","3","9","","","2","","","1"
"dhc","Jul1994","35","3","17","3","","14","1","","","6","1","","1","1","","","6","1","","1","1","",""
"dhc","Aug1994","26","1","20","","","4","1","","1","8","","","2","1","","1","6","","","1","1","","1"
"dhc","Sep1994","17","","14","","","3","","","","8","","","1","","","","7","","","1","","",""
"dhc","Oct1994","27","","19","","","6","","","2","8","","","2","","","1","7","","","1","","","1"
"dhc","Nov1994","30","","19","","","7","","","4","9","","","1","","","1","8","","","1","","","1"
"dhc","Dec1994","28","1","19","","","8","","1","","14","","","4","","1","","13","","","4","","1",""
"dhc","Jan1995","81","4","69","2","","9","","","1","24","1","","3","","","1","19","1","","3","","","1"
"dhc","Feb1995","43","7","25","2","1","14","","1","","13","1","1","6","","1","","13","1","1","5","","1",""
"dhc","Mar1995","48","4","25","1","","20","2","","","15","1","","4","1","","","11","1","","4","1","",""
"dhc","Apr1995","43","","28","","","14","1","","","12","","","3","1","","","10","","","3","1","",""
"dhc","May1995","109","1","79","","","30","","","","21","","","4","","","","17","","","3","","",""
"dhc","Jun1995","46","2","31","","","14","","1","","15","","","4","","1","","13","","","4","","1",""
"dhc","Jul1995","19","3","10","2","","7","","","","8","2","","4","","","","8","2","","4","","",""
"dhc","Aug1995","63","1","52","6","","5","","","","18","4","","4","","","","15","4","","4","","",""
"dhc","Sep1995","77","1","50","8","","17","2","","","18","1","","6","1","","","13","1","","5","1","",""
"dhc","Oct1995","64","5","34","8","","19","3","","","18","2","","7","1","","","15","2","","7","1","",""
"dhc","Nov1995","27","2","14","3","","9","1","","","10","3","","3","1","","","9","3","","3","1","",""
"dhc","Dec1995","21","","14","1","","6","","","","9","1","","5","","","","9","1","","4","","",""
"dhc","Jan1996","66","3","35","4","1","19","4","3","","17","2","1","8","3","1","","14","2","1","7","2","1",""
"dhc","Feb1996","64","2","35","5","","24","","","","20","3","","9","","","","19","2","","7","","",""
"dhc","Mar1996","59","3","39","9","","11","","","","23","3","","9","","","","22","3","","7","","",""
"dhc","Apr1996","49","7","32","5","","10","","2","","18","2","","8","","2","","18","2","","5","","2",""
"dhc","May1996","89","14","46","3","","38","","","2","26","3","","19","","","1","25","3","","16","","","1"
"dhc","Jun1996","46","","21","3","","21","1","","","13","3","","10","1","","","11","3","","9","1","",""
"dhc","Jul1996","24","2","13","1","","7","2","1","","12","1","","6","2","1","","10","1","","6","2","1",""
"dhc","Aug1996","44","4","27","2","","15","","","","16","2","","9","","","","14","2","","9","","",""
"dhc","Sep1996","32","3","24","1","","4","2","1","","15","1","","3","2","1","","13","1","","3","2","1",""
"dhc","Oct1996","34","3","25","","","7","","1","1","20","","","7","","1","1","18","","","7","","1","1"
"dhc","Nov1996","39","3","21","","","15","","3","","16","","","6","","2","","14","","","5","","2",""
"dhc","Dec1996","50","","44","","","5","1","","","19","","","3","1","","","17","","","3","1","",""
"dhc","Jan1997","66","2","46","1","","18","1","","","20","1","","6","1","","","17","1","","5","1","",""
"dhc","Feb1997","33","1","29","","","4","","","","17","","","4","","","","16","","","4","","",""
"dhc","Mar1997","55","4","44","","1","8","1","1","","33","","1","7","1","1","","26","","1","4","1","1",""
"dhc","Apr1997","54","","39","1","","14","","","","14","1","","6","","","","13","1","","5","","",""
"dhc","May1997","12","1","8","1","","1","1","1","","6","1","","1","1","1","","6","1","","1","1","1",""
"dhc","Oct1998","48","3","24","","1","20","","3","","14","","1","3","","2","","11","","1","2","","2",""
"dhc","Nov1998","67","","27","4","","36","","","","14","3","","4","","","","12","3","","3","","",""
"dhc","Dec1998","83","1","54","2","","27","","","","19","2","","5","","","","15","2","","4","","",""
"dhc","Jan1999","54","1","24","1","","29","","","","13","1","","7","","","","11","1","","5","","",""
"dhc","Feb1999","34","1","16","","2","16","","","","12","","2","3","","","","10","","2","2","","",""
"dhc","Mar1999","30","3","8","2","1","16","","3","","6","2","1","2","","2","","4","2","1","1","","2",""
"dhc","Apr1999","57","2","34","1","12","10","","","","20","1","2","3","","","","15","1","2","2","","",""
"dhc","May1999","53","3","38","1","9","5","","","","12","1","1","5","","","","10","1","1","4","","",""
"dhc","Jun1999","121","8","60","","29","32","","","","20","","2","6","","","","17","","2","4","","",""
"dhc","Jul1999","76","9","40","1","19","16","","","","13","1","1","5","","","","10","1","1","3","","",""
"dhc","Aug1999","73","12","36","","12","22","","3","","23","","1","5","","1","","20","","1","3","","1",""
"dhc","Sep1999","32","3","21","","2","8","","1","","18","","1","4","","1","","17","","1","3","","1",""
"dhc","Oct1999","97","1","55","","17","25","","","","23","","1","4","","","","19","","1","3","","",""
"dhc","Nov1999","244","4","179","","30","35","","","","33","","1","6","","","","27","","1","4","","",""
"dhc","Dec1999","121","13","80","","8","31","","1","1","21","","1","6","","1","1","18","","1","6","","1","1"
"dhc","Jan2000","63","4","24","1","15","23","","","","14","1","1","3","","","","12","1","1","3","","",""
"dhc","Feb2000","71","1","48","2","14","7","","","","17","1","2","2","","","","15","1","2","2","","",""
"dhc","Mar2000","47","3","30","","3","14","","","","15","","1","4","","","","13","","1","3","","",""
"dhc","Apr2000","59","6","41","","11","7","","","","18","","1","3","","","","17","","1","3","","",""
"dhc","May2000","103","7","65","1","14","23","","","","28","1","1","3","","","","25","1","1","3","","",""
"dhc","Jun2000","138","2","115","1","1","21","","","","28","1","1","3","","","","24","1","1","3","","",""
"dhc","Jul2000","80","6","65","2","1","10","1","1","","23","2","1","3","1","1","","18","2","1","3","1","1",""
"dhc","Aug2000","163","10","134","2","","22","","4","1","33","1","","4","","3","1","23","1","","4","","3","1"
"dhc","Sep2000","263","7","229","","1","32","","1","","31","","1","3","","1","","24","","1","3","","1",""
"dhc","Oct2000","137","3","111","","","23","","2","1","22","","","2","","2","1","19","","","2","","2","1"
"dhc","Nov2000","24","2","21","1","","1","","1","","9","1","","1","","1","","8","1","","1","","1",""
"dhc","Dec2000","25","4","21","","","1","","3","","8","","","1","","3","","8","","","1","","3",""
"dhc","Jan2001","44","3","39","","","3","","2","","20","","","2","","1","","15","","","2","","1",""
"dhc","Feb2001","99","15","91","","1","7","","","","22","","1","3","","","","16","","1","3","","",""
"dhc","Mar2001","169","45","160","","","6","1","2","","33","","","5","1","2","","26","","","4","1","2",""
"dhc","Apr2001","31","6","25","1","1","3","","1","","17","1","1","2","","1","","15","1","1","2","","1",""
"dhc","May2001","49","7","45","","1","3","","","","18","","1","3","","","","16","","1","3","","",""
"dhc","Jun2001","24","3","23","","","1","","","","14","","","1","","","","12","","","1","","",""
"dhc","Jul2001","262","68","255","4","","3","","","","25","3","","2","","","","19","3","","2","","",""
